iter	RMSE
902	1.388241702
903	1.385464904
904	1.384619542
905	1.384220417
906	1.383770978
907	1.382327282
908	1.382215994
909	1.380900076
910	1.377709454
911	1.375167616
912	1.372089425
913	1.371065506
914	1.368615514
915	1.367735458
916	1.366203054
917	1.365807928
918	1.364712508
919	1.363879422
920	1.360432629
921	1.359238549
922	1.357917807
923	1.354895063
924	1.354169454
925	1.352393183
926	1.350896452
927	1.347694945
928	1.344565471
929	1.34400242
930	1.342630739
931	1.341535396
932	1.338716734
933	1.337485406
934	1.337354926
935	1.336841176
936	1.335739994
937	1.334606025
938	1.334197199
939	1.333007248
940	1.332770684
941	1.330906981
942	1.32849482
943	1.327639558
944	1.325234159
945	1.323398272
946	1.319976301
947	1.318737642
948	1.316808359
949	1.31539504
950	1.313224363
951	1.312185479
952	1.311510688
953	1.309239749
954	1.307504727
955	1.305016968
956	1.30399927
957	1.303176508
958	1.299913375
959	1.298133838
960	1.296594702
961	1.295506289
962	1.294713493
963	1.293617033
964	1.292425325
965	1.291633428
966	1.290504316
967	1.28943989
968	1.287022687
969	1.284624169
970	1.283300767
971	1.282830088
972	1.280561926
973	1.279295469
974	1.277954493
975	1.277872616
976	1.275823831
977	1.273629221
978	1.272975253
979	1.270993165
980	1.269460319
981	1.267409986
982	1.266352883
983	1.264785665
984	1.264256906
985	1.263960447
986	1.261336016
987	1.258585407
988	1.256438516
989	1.255195636
990	1.254516453
991	1.254010066
992	1.253142169
993	1.251461035
994	1.249373236
995	1.24884059
996	1.247417891
997	1.247100426
998	1.245839438
999	1.245078542
